Ticker,Date,RS_Rating,Close,Prev20High,RVOL,OBV_Up,MFI,VolSurge,Tight,BaseWeeks,StrictConfirm,HighQuality,R1,R3,R5,R10
IDFCFIRSTB.NS,2026-04-17,114.6,68.52999877929688,68.44000244140625,0.72,True,64.2337793849426,False,True,1,True,True,-1.5029896361358763,-0.21888447183837645,-1.8969727791035895,1.619729505506573
IDFCFIRSTB.NS,2026-04-27,114.6,70.2699966430664,68.80000305175781,3.09,True,77.52817699411034,True,True,2,True,True,-2.220005170226058,-0.896538043993389,-0.9676965101191315,-1.4942300733223224
IDFCFIRSTB.NS,2026-05-08,114.6,71.2699966430664,71.1500015258789,1.15,True,67.45409491987428,False,True,3,True,True,-2.876379288510489,-4.167242502034741,-5.079269380798657,-3.353443948675916
SONATSOFTW.NS,2025-11-12,106.6,389.7593994140625,389.26327255871314,7.19,True,75.51102578737259,True,True,4,True,True,-0.8655821384198514,-5.562615470719646,-5.791748214559201,-7.933134016660038
SONATSOFTW.NS,2026-01-07,106.6,371.1855773925781,369.24404950185516,10.96,True,70.85061334733294,True,True,7,True,True,-2.8433424656678308,-6.571893517467597,-7.121782118224196,-16.95278692961586
SONATSOFTW.NS,2026-04-15,106.6,253.7899932861328,250.4600067138672,1.1,True,68.21620296946482,False,True,1,True,True,10.039795264430262,7.514083521775983,5.634581122209736,3.632931448600174
SONATSOFTW.NS,2026-04-16,106.6,279.2699890136719,254.5,41.29,True,92.73241738115637,True,True,1,True,True,0.383144400154789,-2.266618978509627,-5.317426207658316,-8.679769108018377
SONATSOFTW.NS,2026-05-08,106.6,297.1499938964844,291.3999938964844,65.43,True,92.53963675197599,True,True,3,True,True,0.6057608438565065,-10.045433860555363,-10.567051839625119,-9.843513579269858
VBL.NS,2025-07-29,123.4,510.5333557128906,491.34407184624655,3.93,True,69.11817665098877,False,False,4,True,True,1.9427697402804034,0.046900151633466614,-0.6957792314340794,0.5062000434331582
VBL.NS,2025-07-30,123.4,520.4518432617188,513.1749541349488,2.51,True,77.17158542055788,False,False,2,True,False,0.09577718429620852,-2.4924056679171525,-4.294545977798037,-2.013109289542503
VBL.NS,2025-10-29,123.4,494.3590393066406,470.4617824271973,7.89,True,76.5979941820044,True,True,7,True,True,-2.0587367601906714,-4.178019880911088,-4.763346635877408,-8.56797054315851
VBL.NS,2026-01-06,123.4,497.7515563964844,495.85573458464006,1.92,True,72.99891978659888,True,True,5,True,True,2.1750029107332924,-1.974547039932928,0.4710820257820769,-1.9544983873096777
VBL.NS,2026-01-07,123.4,508.5776672363281,500.89461412011036,1.19,True,78.52121452947415,False,True,5,True,True,-1.7265090887990664,-3.1194882854698514,-1.4322169485846192,-6.219348694122129
VBL.NS,2026-04-15,123.4,445.1241149902344,433.5851693905867,1.45,True,60.82794181885216,False,True,1,True,True,3.3329615111985067,4.713280913039752,11.087427541818506,17.405451195876665
VBL.NS,2026-04-16,123.4,459.9599304199219,451.26826098839325,1.13,True,70.74170166867802,False,False,1,True,False,2.9322317385647167,5.364906916263812,5.180279388881348,11.683644211800615
VBL.NS,2026-04-17,123.4,473.447021484375,465.55458387750497,1.89,True,72.82029077557421,True,False,0,True,True,-1.5509563287454564,4.441871270121944,3.4923041976775426,8.502110879576996
VBL.NS,2026-04-21,123.4,484.6363525390625,476.49414913756203,1.04,True,81.24786895751576,False,False,0,True,False,2.0305072288364645,1.1028638529462897,6.8954729819419525,5.584323075679176
VBL.NS,2026-04-22,123.4,494.4769287109375,486.58447045620153,1.46,True,91.49347851847398,True,False,1,True,True,-2.161837731484628,4.828766489210046,5.687433577197343,2.926948186202316
VBL.NS,2026-04-27,123.4,518.3540649414062,498.2233443830931,3.63,True,86.77081462369148,True,False,1,True,True,-0.057826044516040565,-0.897852076244654,-2.2386368172337856,-3.2900440648353513
VBL.NS,2026-05-22,123.4,539.4500122070312,534.188924425381,3.55,True,69.69351743573894,True,True,4,True,True,-1.6220223935488387,-0.9176035026451257,-2.122534423567113,-2.9937944292536933
ZYDUSWELL.NS,2024-07-22,120.2,451.739990234375,443.510009765625,1.26,True,77.483793963525,False,False,2,True,False,0.8168421041253815,5.430114514893858,5.669193877622702,-1.5584137290327593
ZYDUSWELL.NS,2024-07-24,120.2,473.8299865722656,459.8299865722656,2.54,True,76.17332924559504,False,False,1,True,False,0.5149531499805349,0.7428866114435273,1.209296825593409,-2.616971117887068
ZYDUSWELL.NS,2024-12-04,120.2,419.6499938964844,416.6000061035156,1.39,True,83.73455765067024,True,False,2,True,True,-1.925410863763466,-3.3790046186153555,-2.123198806552873,-5.287740441831124
ZYDUSWELL.NS,2025-03-24,120.2,336.0299987792969,335.3900146484375,1.08,True,63.42602014434723,False,True,2,True,True,-0.6874378975047835,0.6219671890852041,-0.11010776375073306,3.41636491623718
ZYDUSWELL.NS,2025-04-24,120.2,361.1600036621094,359.5799865722656,1.6,True,67.39925504968767,False,True,3,True,True,-2.2261624940185465,-0.18828017191444557,-3.737955438894669,-4.540921954311338
ZYDUSWELL.NS,2025-05-20,120.2,384.17999267578125,378.7799987792969,4.53,True,89.27808697978519,True,False,1,True,True,2.545681442487413,1.6658842257528672,1.947006905338955,1.4992997749588621
ZYDUSWELL.NS,2025-06-18,120.2,410.8599853515625,403.6000061035156,39.13,True,80.23842302404756,True,True,4,True,True,0.5549407044163734,-0.6376856375890805,-0.9686950812073936,-2.716247272165462
ZYDUSWELL.NS,2025-07-24,120.2,427.6199951171875,423.79998779296875,1.6,True,61.93413825502631,False,True,5,True,True,-1.6603540958298524,-5.874373369819496,-5.097981395139051,-9.653430440731437
ZYDUSWELL.NS,2025-09-01,120.2,443.55999755859375,422.239990234375,36.59,True,90.48245186432243,True,False,4,True,True,1.6097066209164401,9.28848688650936,8.219855635259755,14.784925929029647
ZYDUSWELL.NS,2025-09-02,120.2,450.70001220703125,449.94000244140625,0.77,True,92.70276496356797,True,False,0,True,True,3.3237142363042205,7.694695304301624,9.740402198240616,16.321277028233936
ZYDUSWELL.NS,2025-09-03,120.2,465.67999267578125,457.20001220703125,0.8,True,93.55588396648521,True,False,0,True,True,4.097237886517435,3.0793670682507823,6.807252341867653,10.72840206975345
ZYDUSWELL.NS,2025-09-04,120.2,484.760009765625,470.0,0.99,True,94.48715579504785,True,False,0,True,True,0.12789733160687433,2.029869655017147,5.285088415105532,7.455238452097301
ZYDUSWELL.NS,2025-09-11,120.2,510.3800048828125,503.3999938964844,0.82,True,91.57337332181253,False,False,1,True,False,-0.5838808256237171,2.719543232497812,2.061213102120929,-7.088834266555654
ZYDUSWELL.NS,2025-12-31,120.2,454.6000061035156,435.25,105.06,True,93.72397405406755,True,True,5,True,True,2.122743899454993,6.1812595086320865,4.223489096276234,-2.3757189101505705
ZYDUSWELL.NS,2026-03-25,120.2,457.95001220703125,450.6499938964844,0.8,True,98.93036730800152,False,False,1,True,False,-2.5876199994855464,-4.847693332300862,11.223931111775443,13.069106668978625
ZYDUSWELL.NS,2026-04-06,120.2,509.3500061035156,470.0,55.74,True,97.92575697754597,True,False,1,True,True,-2.5031903106346065,-3.8971249368124017,1.6589735129473704,-0.5202697290133784
